,STOCK,CODE
2278,Lotus Chocolate Co.ltd.,BOM523475
2279,Lotus Eye Care Hospital Ltd.,BOM532998
2280,Lovable Lingerie Ltd.,BOM533343
2281,Loyal Equipments Ltd,BOM539227
2282,Loyal Textile Mills Ltd,BOM514036
2283,Ls Industries Ltd.,BOM514446
2284,Lt Foods Ltd.,BOM532783
2285,Ludlow Jute & Specialities Ltd.,BOM526179
2286,Luharuka Media & Infra Ltd,BOM512048
2287,Lumax Auto Technologies Ltd.,BOM532796
2288,Lumax Automotive Systems Ltd.,BOM532537
2289,Lumax Industries Ltd.,BOM517206
2290,Luminaire Technologies Ltd.,BOM526045
2291,Lupin Ltd.,BOM500257
2292,Lws Knitwear Ltd.,BOM531402
2293,Lycos Internet Limited,BOM532368
2294,Lyka Labs Ltd.,BOM500259
2295,Lykis Limited,BOM530689
2296,Lynx Machinery & Commercials Ltd.,BOM505320
2297,Lypsa Gems & Jewellery Ltd,BOM534532
2298,M K Exim India Ltd,BOM590060
2299,M.b.parikh Finstocks Ltd.,BOM526935
2300,M.d. Inducto Cast Ltd,BOM539226
2301,M.k. Exim (india) Ltd,BOM538890
2302,M.m.forgings Ltd,BOM522241
2303,M.p.agro Industries Ltd.,BOM506543
2304,M3 Global Finance Ltd,BOM538772
2305,Maa Jagdambe Tradelinks Limited,BOM511082
2306,Maan Aluminium Ltd.,BOM532906
2307,Mac Charles (india) Ltd.,BOM507836
2308,Machino Plastics Ltd,BOM523248
2309,Mack Trading Co.ltd.,BOM501471
2310,Macro (international) Exports Ltd.,BOM512600
2311,Madhav Marbles & Granites Ltd.,BOM515093
2312,Madhucon Projects Ltd,BOM531497
2313,Madhur Capital & Finance Ltd.,BOM511638
2314,Madhur Industries Ltd.,BOM519279
2315,Madhusudan Industries Ltd.,BOM515059
2316,Madhusudan Securities Ltd.,BOM511000
2317,Madras Fertilizers Ltd,BOM590134
2318,Maestros Electronics & Telecommunications Systems Ltd,BOM538401
2319,Maestros Mediline Systems Ltd,BOM501209
2320,Mafatlal Industries Ltd,BOM500264
2321,Magma Fincorp Ltd.,BOM524000
2322,Magna Colors Ltd.,BOM524270
2323,Magna Electro Castings Ltd,BOM517449
2324,Magna Industries & Exports Ltd.,BOM523872
2325,Magnanimous Trade & Finance Ltd.,BOM512377
2326,Magnum Ltd.,BOM530347
2327,Magnum Ventures Ltd.,BOM532896
2328,Maha Rashtra Apex Corporation Ltd.,BOM523384
2329,Mahaan Foods Ltd.,BOM519612
2330,Mahabir Metallex Ltd,BOM539041
2331,Mahalaxmi Rubtech Ltd.,BOM514450
2332,Mahalaxmi Seamless Ltd,BOM513460
2333,Mahamaya Steel Industries Ltd.,BOM513554
2334,Mahan Industries Ltd.,BOM531515
2335,Mahanagar Telephone Nigam Ltd.,BOM500108
2336,Mahanivesh (india) Ltd.,BOM530441
2337,Maharaja Shree Umaid Mills Ltd,BOM530059
2338,Maharashtra Corporation Ltd.,BOM505523
2339,Maharashtra Polybutenes Ltd.,BOM524232
2340,Maharashtra Scooters Ltd.,BOM500266
2341,Maharashtra Seamless Ltd.,BOM500265
2342,Mahasagar Travels Ltd.,BOM526795
2343,Mahashree Trading Ltd.,BOM512337
2344,Mahaveer Infoway Ltd,BOM539383
2345,Mahaveer Infoway Ltd,BOM590117
2346,Mahavir Advanced Remedies Ltd.,BOM531689
2347,Mahavir Impex Ltd.,BOM531664
2348,Mahavir Industries Limited,BOM531648
2349,Mahesh Agriculture Implements & Steel Forge Ltd.,BOM506041
2350,Mahindra & Mahindra Financial Services Ltd.,BOM532720
2351,Mahindra & Mahindra Ltd.,BOM500520
2352,Mahindra Cie Automotive Limited,BOM532756
2353,Mahindra Composites Ltd,BOM524138
2354,Mahindra Holidays & Resorts India Ltd.,BOM533088
2355,Mahindra Lifespace Developers Ltd.,BOM532313
2356,Mahindra Ugine Steel Co.ltd.,BOM504823
2357,Maithan Alloys Ltd.,BOM590078
2358,Majesco Ltd,BOM539289
2359,Majestic Auto Ltd,BOM500267
2360,Majestic Research Services And Solutions Ltd,BOM539229
2361,Makers Laboratories Ltd,BOM506919
2362,Malabar Trading Co.ltd.,BOM501473
2363,Mallcom (india) Ltd,BOM539400
2364,Malu Paper Mills Ltd.,BOM532728
2365,Malwa Cotton Spinning Mills Ltd.,BOM502995
2366,Man Industries (india) Ltd,BOM513269
2367,Man Infraconstruction Ltd.,BOM533169
2368,Manaksia Aluminium Company Ltd,BOM539045
2369,Manaksia Coated Metals & Industries Ltd,BOM539046
2370,Manaksia Industries Ltd,BOM539043
2371,Manaksia Ltd.,BOM532932
2372,Manaksia Steels Ltd,BOM539044
2373,Manali Petrochemical Ltd.,BOM500268
2374,Manappuram Finance Ltd.,BOM531213
2375,Mandhana Industries Ltd,BOM533204
2376,Mangal Credit And Fincorp Ltd.,BOM505850
2377,Mangalam Cement Ltd.,BOM502157
2378,Mangalam Drugs & Organics Ltd.,BOM532637
2379,Mangalam Organics Limited,BOM514418
2380,Mangalam Seeds Ltd,BOM539275
2381,Mangalam Timber Products Ltd.,BOM516007
2382,Mangalore Chemicals & Fertilizers Ltd.,BOM530011
2383,Mangalore Refinery & Petrochemicals Ltd.,BOM500109
2384,Mangalya Soft-tech Ltd.,BOM530243
2385,Manipal Finance Corporation Ltd.,BOM507938
2386,Manjeera Constructions Ltd.,BOM533078
2387,Manjushree Technopack Ltd.,BOM532950
2388,Manpasand Beverages Ltd,BOM539207
2389,Manraj Housing Finance Ltd.,BOM530537
2390,Mansi Finance (chennai) Ltd.,BOM511758
2391,Manugraph India Ltd,BOM505324
2392,Manvijay Development Company Ltd,BOM538970
2393,Mapro Industries Ltd.,BOM509762
2394,Maral Overseas Ltd.,BOM521018
2395,Marathon Nextgen Realty Ltd.,BOM503101
2396,Marathwada Refractories Ltd.,BOM502250
2397,Mardia Samyoung Capillary Tubes Company Ltd.,BOM513544
2398,Marg Ltd.,BOM530543
2399,Marg Projects And Infrastructure Ltd.,BOM513648
2400,Margo Finance Limited,BOM500206
2401,Marico Ltd.,BOM531642
2402,Market Creators Ltd.,BOM526891
2403,Marksans Pharma Ltd.,BOM524404
2404,Marsons Limited,BOM517467
2405,Martin Burn Ltd.,BOM523566
2406,Maruti Infrastructure Ltd.,BOM531540
2407,Maruti Securities Ltd.,BOM531319
2408,Maruti Suzuki India Ltd.,BOM532500
2409,Marvel Capital & Finance (india) Ltd.,BOM530497
2410,Mastek Ltd.,BOM523704
2411,Master Chemicals Ltd.,BOM506867
2412,Master Trust Ltd.,BOM511768
2413,Mather & Platt Fire Systems Ltd.,BOM532470
2414,Mathew Easow Research Securities Ltd.,BOM511688
2415,Matra Kaushal Enterprise Limited,BOM526671
2416,Matra Realty Ltd.,BOM512167
2417,Mauria Udyog Ltd,BOM539219
2418,Mavens Biotech Ltd.,BOM590083
2419,Mavi Industries Ltd.,BOM500248
2420,Mawana Sugars Ltd.,BOM523371
2421,Max Alert Systems Ltd.,BOM534563
2422,Max Financial Services Ltd,BOM500271
2423,Maxheights Infrastructure Ltd.,BOM534338
2424,Maximaa Systems Ltd.,BOM526538
2425,Maxwell Industries Ltd.,BOM532613
2426,Mayur Floorings Ltd.,BOM531221
2427,Mayur Leather Products Ltd.,BOM531680
2428,Mayur Uniquoters Ltd,BOM522249
2429,Mazda Ltd,BOM523792
2430,Mbl Infrastructures Ltd,BOM533152
2431,Mcdowell Holdings Ltd.,BOM532852
2432,Mcleod Russel India Ltd.,BOM532654
2433,Mcnally Bharat Engineering Company Ltd.,BOM532629
2434,Mcs Ltd.,BOM523221
2435,Medi-caps Ltd,BOM523144
2436,Media Matrix Worldwide Ltd.,BOM512267
2437,Mediaone Global Entertainment Ltd.,BOM503685
2438,Medicamen Biotech Ltd,BOM531146
2439,Medinova Diagnostic Services Ltd.,BOM526301
2440,Meenakshi Enterprises Ltd,BOM538834
2441,Meenakshi Steel Industries Ltd.,BOM512505
2442,Mefcom Agro Industries Ltd.,BOM511276
2443,Mefcom Capital Markets Ltd.,BOM531176
2444,Mega Corporation Ltd.,BOM531417
2445,Mega Fin (india) Ltd.,BOM532105
2446,Megasoft Ltd.,BOM532408
2447,Meghmani Organics Ltd.,BOM532865
2448,Meglon Infra-real (india) Ltd.,BOM511367
2449,Megri Soft Ltd,BOM539012
2450,Mehta Housing Finance Ltd.,BOM511740
2451,Mehta Integrated Finance Ltd.,BOM511377
2452,Mehta Securities Ltd.,BOM511738
2453,Melstar Information Technologies Ltd.,BOM532307
2454,Menon Bearings Ltd,BOM523828
2455,Menon Pistons Ltd.,BOM531727
2456,Mep Infrastructure Developers Ltd,BOM539126
2457,Mercantile Ventures Ltd,BOM538942
2458,Mercator Ltd,BOM526235
2459,Merck Ltd.,BOM500126
2460,Mercury Laboratories Ltd,BOM538964
2461,Mercury Metals Ltd.,BOM531357
2462,Mercury Trade Links Ltd.,BOM512415
2463,Metal Coatings (india) Ltd.,BOM531810
2464,Metalyst Forgings Limited,BOM513335
2465,Metkore Alloys & Industries Ltd.,BOM532990
2466,Metroglobal Limited,BOM500159
2467,Meuse Kara & Sungrace Mafatlal Ltd.,BOM512253
2468,Mewar Polytex Ltd.,BOM531236
2469,Mfl India Ltd.,BOM526622
2470,Mfs Intercorp Ltd.,BOM513721
2471,Mic Electronics Ltd.,BOM532850
2472,Micro Technologies (india) Ltd,BOM532494
2473,Microse India Ltd.,BOM523343
2474,Microsec Financial Services Ltd.,BOM533259
2475,Mid East Portfolio Management Ltd.,BOM526251
2476,Mid India Industries Ltd.,BOM500277
2477,Midas Infra Trade Limited,BOM531192
2478,Midland Polymers Ltd.,BOM531597
2479,Midwest Gold Ltd.,BOM526570
2480,Mihika Industries Ltd,BOM538895
2481,Milestone Global Ltd.,BOM531338
2482,Milkfood Ltd.,BOM507621
2483,Millennium Online Solutions ( India ) Ltd,BOM511187
2484,Minal Industries Limited,BOM522235
2485,Minaxi Textiles Ltd.,BOM531456
2486,Minda Corporation Ltd,BOM538962
2487,Minda Finance Ltd,BOM539303
2488,Minda Industries Ltd,BOM532539
2489,Mindteck (india) Ltd.,BOM517344
2490,Mindtree Ltd.,BOM532819
2491,Mindvision Capital Ltd,BOM530955
2492,Mini Diamonds (india) Ltd.,BOM523373
2493,Minolta Finance Ltd.,BOM532164
2494,Mipco Seamless Rings (gujarat) Ltd.,BOM505797
2495,Mirc Electronics Ltd.,BOM500279
2496,Mirch Technologies (india) Ltd,BOM505336
2497,Mirza International Ltd.,BOM526642
2498,Mishka Exim Ltd,BOM539220
2499,Mishka Finance And Trading Ltd.,BOM512191
2500,Mitshi India Ltd,BOM523782
2501,Miven Machine Tools Ltd.,BOM522036
2502,Mm Rubber Company Ltd.,BOM509196
2503,Mmtc Ltd.,BOM513377
2504,Mobile Telecommunications Ltd.,BOM532127
2505,Modella Woollens Ltd.,BOM503772
2506,Modern Dairies Ltd.,BOM519287
2507,Modern India Ltd,BOM503015
2508,Modern Shares & Stockbrokers Ltd.,BOM509760
2509,Modern Steels Ltd,BOM513303
2510,Modex International Securities Ltd,BOM537092
2511,Modi Naturals Limited,BOM519003
2512,Modi Rubber Ltd.,BOM500890
2513,Modi Udyog Ltd,BOM539007
2514,Modipon Ltd.,BOM503776
2515,Modison Metals Ltd,BOM506261
2516,Mohit Industries Ltd,BOM531453
2517,Mohit Paper Mills Ltd.,BOM530169
2518,Mohite Industries Ltd,BOM532140
2519,Moil Ltd.,BOM533286
2520,Mold-tek Packaging Limited,BOM533080
2521,Mold-tek Technologies Ltd.,BOM526263
2522,Monarch Networth Capital Ltd,BOM511551
2523,Money Masters Leasing & Finance Ltd,BOM535910
2524,Monnet Industries Ltd.,BOM532078
2525,Monnet Ispat & Energy Ltd.,BOM513446
2526,Monnet Project Developers Ltd.,BOM532723
2527,Monotype India Ltd.,BOM505343
2528,Monsanto India Ltd.,BOM524084
2529,Monte Carlo Fashions Ltd,BOM538836
2530,Moonbeam Industries Ltd.,BOM530033
2531,Moongipa Capital Finance Ltd.,BOM530167
2532,Moongipa Securities Ltd,BOM539199
2533,Morarjee Textiles Ltd.,BOM532621
2534,Morarka Finance Ltd.,BOM511549
2535,Morepen Laboratories Ltd.,BOM500288
2536,Morgan Ventures Ltd.,BOM526237
2537,Morganite Crucible (india) Ltd.,BOM523160
2538,Moryo Industries Ltd.,BOM513305
2539,Moschip Semiconductor Technology Ltd.,BOM532407
2540,Moser Baer India Ltd.,BOM517140
2541,Motherson Sumi Systems Ltd.,BOM517334
2542,Motilal Oswal Financial Services Ltd.,BOM532892
2543,Motilal Oswal Mutual Fund - Motilal Oswal Most Shares Midcap 100 Etf- Growth Option,BOM536960
2544,Motilal Oswal Mutual Fund,BOM590115
2545,Motilalbbph,BOM535729
2546,Motor & General Finance Ltd.,BOM501343
2547,Mount Everest Mineral Water Ltd.,BOM531096
2548,Mount Shivalik Industries Ltd,BOM507522
2549,Moving Picture Company (india) Ltd.,BOM590011
2550,Mphasis Ltd.,BOM526299
2551,Mpil Corporation Ltd.,BOM500450
2552,Mpl Plastics Limited,BOM526143
2553,Mps Ltd.,BOM532440
2554,Mrf Ltd.,BOM500290
2555,Mro-tek Ltd.,BOM532376
2556,Mrugesh Trading Ltd.,BOM512065
2557,Msp Steel & Power Ltd.,BOM532650
2558,Msr India Ltd.,BOM508922
2559,Mt Educare Ltd.,BOM534312
2560,Mudit Finlease Ltd.,BOM531919
2561,Mukand Engineers Ltd.,BOM532097
2562,Mukand Ltd.,BOM500460
2563,Mukat Pipes Ltd,BOM523832
2564,Mukesh Babu Financial Services Ltd.,BOM530341
2565,Mukesh Steels Ltd.,BOM513265
2566,Mukesh Strips Ltd.,BOM517374
2567,Mukta Agriculture Ltd,BOM535204
2568,Mukta Arts Ltd.,BOM532357
2569,Muller & Phipps (india) Ltd.,BOM501477
2570,Multi Commodity Exchange Of India Ltd.,BOM534091
2571,Multibase India Ltd.,BOM526169
2572,Multiplus Holdings Ltd.,BOM505594
2573,Multipurpose Trading & Agencies Ltd.,BOM504356
2574,Munjal Auto Industries Ltd.,BOM520059
2575,Munjal Showa Ltd.,BOM520043
2576,Munoth Capital Market Ltd.,BOM511200
2577,Munoth Financial Services Ltd.,BOM531821
2578,Munoth Investments Ltd.,BOM511401
2579,Murli Industries Ltd,BOM519323
2580,Murudeshwar Ceramics Ltd.,BOM515037
2581,Muthoot Capital Services Ltd.,BOM511766
2582,Muthoot Finance Ltd.,BOM533398
2583,Mvl Ltd.,BOM532991
2584,Mw Unitexx Ltd.,BOM532442
2585,My Money Securities Ltd,BOM538862
2586,Mysore Paper Mills Ltd.,BOM502405
2587,Mysore Petro Chemicals Ltd,BOM506734
2588,N.d.metal Industries Ltd.,BOM512024
2589,N.g.industries Ltd,BOM530897
2590,N.r.agarwal Industries Ltd.,BOM516082
2591,N.r.international Ltd.,BOM532623
2592,N2n Technologies Limited,BOM512279
2593,Nagarjuna Agri Tech Ltd.,BOM531832
2594,Nagarjuna Agrichem Ltd.,BOM524709
2595,Nagarjuna Oil Refinery Ltd.,BOM534184
2596,Nagpur Power & Industries Ltd.,BOM532362
2597,Nagreeka Capital & Infrastructure Ltd.,BOM532895
2598,Nagreeka Exports Ltd,BOM521109
2599,Nahar Capital & Financial Services Ltd.,BOM532952
2600,Nahar Industrial Enterprises Ltd,BOM519136
2601,Nahar Polyfilms Ltd.,BOM523391
2602,Nahar Spinning Mills Ltd.,BOM500296
2603,Nakoda Limited,BOM521030
2604,Nakshatra Infrastructure Ltd.,BOM530375
2605,Nalin Lease Finance Ltd.,BOM531212
2606,Nalwa Sons Investments Ltd.,BOM532256
2607,Nandan Denim Limited,BOM532641
2608,Naolin Enterprises Limited,BOM590114
2609,Narbada Gems And Jewellery Ltd.,BOM519455
2610,Narendra Properties Ltd.,BOM531416
2611,Narmada Gelatines Ltd.,BOM526739
2612,Natco Pharma Ltd.,BOM524816
2613,Nath Bio-genes (india) Ltd,BOM537291
2614,Nath Pulp & Paper Mills Ltd.,BOM502407
2615,National Aluminium Co.ltd.,BOM532234
2616,National Fertilizers Ltd.,BOM523630
2617,National Fittings Limited,BOM531289
2618,National General Industries Ltd.,BOM531651
2619,National Oxygen Ltd.,BOM507813
2620,National Peroxide Ltd.,BOM500298
2621,National Plastic Industries Ltd.,BOM526616
2622,National Plastic Technologies Ltd.,BOM531287
2623,National Steel & Agro Industries Ltd.,BOM513179
2624,Natraj Proteins Ltd.,BOM530119
2625,Natura Hue Chem Ltd.,BOM531834
2626,Natural Capsules Ltd.,BOM524654
2627,Naturite Agro Products Ltd,BOM538926
2628,Nava Bharat Ventures Ltd.,BOM513023
2629,Navcom Industries Ltd.,BOM519200
2630,Navin Fluorine International Limited,BOM532504
2631,Navkar Builders Ltd.,BOM531494
2632,Navkar Corporation Ltd,BOM539332
2633,Navneet Education Limited,BOM508989
2634,Naysaa Securities Ltd,BOM538668
2635,Nb Footwear Ltd.,BOM523242
2636,Nbcc (india) Ltd,BOM534309
2637,Ncc Finance Ltd.,BOM531452
2638,Ncc Limited,BOM500294
2639,Ncl Industries Ltd,BOM502168
2640,Ncl Research & Financial Services Ltd.,BOM530557
2641,Nda Securities Ltd.,BOM511535
2642,Nectar Lifesciences Ltd.,BOM532649
2643,Neelamalai Agro Industries Ltd.,BOM508670
2644,Neelkanth Rockminerals Ltd.,BOM531049
2645,Neelkanth Technologies Ltd.,BOM530697
2646,Neeraj Paper Marketing Ltd,BOM539409
2647,Neha International Ltd.,BOM519560
2648,Neil Industries Ltd,BOM539016
2649,Nelcast Ltd.,BOM532864
2650,Nelco Ltd.,BOM504112
2651,Neo Corp International Ltd.,BOM523820
2652,Neo Infracon Ltd.,BOM514332
2653,Neogem India Ltd.,BOM526195
2654,Nepc India Ltd.,BOM500301
2655,Nesco Ltd.,BOM505355
2656,Nestle India Ltd.,BOM500790
2657,Net 4 India Ltd.,BOM532912
2658,Netlink Solutions (india) Ltd.,BOM509040
2659,Nettlinx Ltd.,BOM511658
2660,Netvista Information Technology Ltd.,BOM530811
2661,Network Ltd.,BOM523558
2662,Network18 Media & Investments Ltd.,BOM532798
2663,Neuland Laboratories Ltd.,BOM524558
2664,New Delhi Television Ltd.,BOM532529
2665,New Markets Advisory Ltd.,BOM508867
2666,New Sagar Trading Co.ltd.,BOM501479
2667,Newever Trade Wings Ltd,BOM536644
2668,Newtime Infrastructure Limited,BOM531959
2669,Next Mediaworks Ltd.,BOM532416
2670,Nexus Commodities And Technologies Ltd,BOM538874
2671,Nexxoft Infotel Ltd.,BOM532045
2672,Neyveli Lignite Corporation Ltd.,BOM513683
2673,Ngl Fine-chem Ltd.,BOM524774
2674,Nhc Foods Ltd.,BOM517554
2675,Nhpc Ltd.,BOM533098
2676,Nicco Corporation Ltd.,BOM590028
2677,Nicco Parks & Resorts Ltd,BOM526721
2678,Nicco Uco Alliance Credit Ltd.,BOM523209
2679,Nidhi Granites Ltd.,BOM512103
2680,Nihar Info Global Ltd.,BOM531083
2681,Niit Ltd.,BOM500304
2682,Niit Technologies Ltd.,BOM532541
2683,Nikhil Adhesives Ltd,BOM526159
2684,Nikki Global Finance Ltd.,BOM531272
2685,Nila Infrastructures Ltd.,BOM530377
2686,Nilachal Refractories Ltd.,BOM502294
2687,Nile Ltd.,BOM530129
2688,Nilkamal Ltd.,BOM523385
2689,Nimbus Foods Industries Ltd.,BOM531598
2690,Nimbus Industries Ltd.,BOM530971
2691,Nimbus Projects Ltd.,BOM511714
2692,Niraj Cement Structurals Ltd.,BOM532986
2693,Nirav Commercials Ltd.,BOM512425
2694,Nirlon Ltd.,BOM500307
2695,Nirvikara Paper Mills Ltd,BOM539251
2696,Nishtha Finance And Investment (india) Ltd,BOM539311
2697,Nissan Copper Ltd.,BOM532789
2698,Nitco Ltd.,BOM532722
2699,Nitesh Estates Ltd,BOM533202
2700,Nitin Alloys Global Ltd.,BOM508875
2701,Nitin Fire Protection Industries Ltd.,BOM532854
2702,Nitin Spinners Ltd.,BOM532698
2703,Nitinbbph,BOM536161
2704,Nitta Gelatin India Ltd,BOM506532
2705,Nivedita Mercantile & Financing Ltd.,BOM512381
2706,Nivi Trading Ltd.,BOM512245
2707,Nivyah Infrastructure & Telecom Services Ltd.,BOM517534
2708,Nmdc Ltd.,BOM526371
2709,Noble Explochem Ltd,BOM506991
2710,Noble Polymers Ltd,BOM539200
2711,Nocil Ltd.,BOM500730
2712,Noesis Industries Limited,BOM530435
2713,Noida Medicare Centre Ltd.,BOM523670
2714,Noida Toll Bridge Company Ltd.,BOM532481
2715,North Eastern Carrying Corporation Ltd.,BOM534615
2716,Northlink Fiscal And Capital Services Ltd,BOM539110
2717,Nouveau Global Ventures Ltd.,BOM531465
2718,Nova Iron & Steel Ltd.,BOM513566
2719,Nova Publications India Ltd,BOM530733
2720,Novagold Petro-resources Ltd.,BOM531791
2721,Novartis India Ltd.,BOM500672
2722,Novopan Industries Ltd.,BOM500310
2723,Npr Finance Ltd.,BOM530127
2724,Nrb Bearings Ltd.,BOM530367
2725,Nrb Industrial Bearings Ltd.,BOM535458
2726,Nrc Ltd.,BOM503780
2727,Ntc Industries Ltd.,BOM526723
2728,Ntpc Ltd.,BOM532555
2729,Nu Tek India Ltd.,BOM533015
2730,Nu-tech Corporate Services Ltd.,BOM526313
2731,Nucleus Software Exports Ltd.,BOM531209
2732,Nutech Global Ltd.,BOM531304
2733,Nutraplus India Limited,BOM524764
2734,Nutricircle Ltd,BOM530219
2735,Nuway Organic Naturals India Ltd.,BOM531819
2736,Nylofil India Ltd.,BOM526488
2737,Nyssa Corporation Limited,BOM504378
2738,O. P. Chains Ltd,BOM539116
2739,Oasis Securities Ltd.,BOM512489
2740,Oasis Tradelink Ltd,BOM538547
2741,Oberoi Realty Ltd.,BOM533273
2742,Objectone Information Systems Ltd.,BOM535657
2743,Ocean Agro (india) Ltd.,BOM519491
2744,Oceanaa Biotek Industries Ltd,BOM538019
2745,Ocl India Ltd.,BOM502165
2746,Ocl Iron And Steel Ltd.,BOM533008
2747,Octal Credit Capital Ltd,BOM538894
2748,Odyssey Corporation Ltd.,BOM531996
2749,Odyssey Technologies Ltd,BOM530175
2750,Oil And Natural Gas Corporation Ltd.,BOM500312
2751,Oil Country Tubular Ltd.,BOM500313
2752,Oil India Ltd.,BOM533106
2753,Ojas Asset Reconstruction Company Ltd,BOM538607
2754,Ok Play India Ltd.,BOM526415
2755,Olympia Industries Ltd.,BOM521105
2756,Olympic Cards Ltd.,BOM534190
2757,Olympic Oil Industries Ltd.,BOM507609
2758,Om Metals Infraprojects Ltd.,BOM531092
2759,Omansh Enterprises Ltd,BOM538537
2760,Omax Autos Ltd.,BOM520021
2761,Omaxe Ltd.,BOM532880
2762,Omega Ag-seeds (punjab) Ltd.,BOM519479
2763,Omkar Overseas Ltd.,BOM531496
2764,Omkar Pharmachem Ltd.,BOM532167
2765,Omkar Speciality Chemicals Ltd.,BOM533317
2766,Omni Axs Software Ltd.,BOM532340
2767,Omnitech Infosolutions Ltd.,BOM532882
2768,Omnitex Industries (india) Ltd.,BOM514324
2769,Onelife Capital Advisors Ltd.,BOM533632
2770,Onesource Techmedia Ltd.,BOM535647
2771,Onmobile Global Ltd.,BOM532944
2772,Ontrack Systems Ltd.,BOM532607
2773,Onward Technologies Ltd.,BOM517536
2774,Optiemus Infracom Ltd,BOM530135
2775,Optimus Finance Ltd,BOM531254
2776,Opto Circuits (india) Ltd.,BOM532391
2777,Oracle Financial Services Software Ltd.,BOM532466
2778,Orbit Corporation Ltd.,BOM532837
2779,Orbit Exports Ltd.,BOM512626
2780,Orchid Pharma Ltd,BOM524372
2781,Organic Coatings Ltd.,BOM531157
2782,Oricon Enterprises Ltd,BOM513121
2783,Orient Abrasives Ltd,BOM504879
2784,Orient Bell Limited,BOM530365
2785,Orient Beverages Ltd.,BOM507690
2786,Orient Cement Ltd,BOM535754
2787,Orient Green Power Company Ltd.,BOM533263
2788,Orient Paper & Industries Ltd.,BOM502420
2789,Orient Press Ltd.,BOM526325
2790,Orient Refractories Ltd.,BOM534076
2791,Oriental Bank Of Commerce,BOM500315
2792,Oriental Carbon & Chemicals Ltd,BOM506579
2793,Oriental Hotels Ltd.,BOM500314
2794,Oriental Trimex Ltd.,BOM532817
2795,Oriental Veneer Products Ltd.,BOM531859
2796,Oripro Ltd.,BOM590127
2797,Orissa Minerals Development Company Ltd.,BOM590086
2798,Orissa Sponge Iron & Steel Ltd,BOM504864
2799,Orosil Smiths India Ltd,BOM531626
2800,Ortel Communications Ltd,BOM539015
2801,Ortin Laboratories Ltd,BOM539287
2802,Ortin Laboratories Ltd,BOM590074
2803,Oscar Global Ltd.,BOM530173
2804,Oscar Investments Ltd.,BOM501179
2805,Oswal Agro Mills Ltd.,BOM500317
2806,Oswal Greentech Ltd,BOM539290
2807,Oswal Leasing Ltd.,BOM509099
2808,Oswal Overseas Ltd.,BOM531065
2809,Oswal Spinning & Weaving Mills Ltd.,BOM500318
2810,Oswal Yarns Ltd.,BOM514460
2811,Otco International Ltd.,BOM523151
2812,Oudh Sugar Mills Ltd.,BOM507260
2813,Overseas Synthetics Ltd.,BOM514330
2814,Oxford Industries Ltd.,BOM514414
2815,Oyeeee Media Ltd,BOM539310
2816,Ozone World Ltd,BOM539291
2817,P. B. Films Ltd,BOM539352
2818,P.i.industries Ltd.,BOM523642
2819,P.m.telelinnks Ltd.,BOM513403
2820,Pacheli Industrial Finance Ltd,BOM523862
2821,Pacific Industries Ltd.,BOM523483
2822,Pact Industries Ltd,BOM538963
2823,Padam Cotton Yarns Ltd.,BOM531395
2824,Padmalaya Telefilms Ltd.,BOM532350
2825,Padmanabh Industries Ltd,BOM526905
2826,Pae Ltd.,BOM517230
2827,Page Industries Ltd.,BOM532827
2828,Pal Credit & Capital Ltd.,BOM511306
2829,Palco Metals Ltd,BOM539121
2830,Palred Technologies Limited,BOM532521
2831,Palsoft Infosystems Ltd.,BOM511597
2832,Pan Electronics India Ltd.,BOM517397
2833,Pan India Corporation Ltd.,BOM511525
2834,Panacea Biotec Ltd.,BOM531349
2835,Panafic Industrials Ltd,BOM538860
2836,Panama Petrochem Ltd.,BOM524820
2837,Panasonic Appliances India Company Ltd,BOM523307
2838,Panasonic Carbon India Co.ltd,BOM508941
2839,Panasonic Energy India Company Ltd,BOM504093
2840,Panchmahal Steel Ltd.,BOM513511
2841,Panchsheel Organics Ltd.,BOM531726
2842,Pankaj Piyush Trade & Investment Ltd,BOM506122
2843,Pankaj Polymers Ltd.,BOM531280
2844,Pankaj Polypack Ltd,BOM534796
2845,Panoramic Universal Ltd.,BOM531816
2846,Panther Industrial Products Ltd.,BOM524055
2847,Panyam Cements & Mineral Industries Ltd.,BOM500322
2848,Parab Infra Ltd,BOM513359
2849,Parabolic Drugs Ltd,BOM533211
2850,Paragon Finance Ltd.,BOM531255
2851,Paramount Communications Ltd,BOM530555
2852,Paramount Cosmetics (india) Ltd.,BOM507970
2853,Paramount Printpackaging Ltd.,BOM533399
2854,Paras Petrofils Ltd.,BOM521246
2855,Parekh Aluminex Ltd.,BOM532606
2856,Parekh Distributors Ltd.,BOM501482
2857,Parenteral Drugs (india) Ltd,BOM524689
2858,Parichay Investments Ltd.,BOM505525
2859,Parker Agrochem Exports Ltd,BOM524628
2860,Parle Software Ltd.,BOM532911
2861,Parnami Credits Ltd,BOM538646
2862,Parnax Lab Ltd.,BOM506128
2863,Parrys Sugar Industries Ltd.,BOM500162
2864,Parsharti Investment Ltd.,BOM511702
2865,Parshwanath Corporation Ltd.,BOM511176
2866,Parsvnath Developers Ltd.,BOM532780
2867,Parth Aluminium Ltd.,BOM513430
2868,Parth Industries Limited,BOM526349
2869,Pasari Spinning Mills Ltd.,BOM521080
2870,Pasupati Acrylon Ltd.,BOM500456
2871,Pasupati Fincap Ltd.,BOM511734
